year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2006,75511,CNG,Manual,Third Owner,13,2738,42,7,10723262
2011,96997,CNG,Manual,First Owner,21,1921,120,6,10597331
2014,26331,Diesel,Automatic,Third Owner,22,2232,165,5,10885121
2011,21893,Petrol,Automatic,Third Owner,18,2934,130,6,11002685
2020,23243,Petrol,Manual,First Owner,14,2424,142,5,10952089
2009,20535,CNG,Automatic,First Owner,10,1540,149,7,10663430
2016,199275,Diesel,Manual,Second Owner,17,1270,134,4,10246044
2021,72394,Diesel,Manual,Second Owner,18,2465,70,5,10786322
2020,161561,Diesel,Manual,Third Owner,14,1564,97,6,10316997
2020,84214,Petrol,Manual,First Owner,22,909,82,5,10321629
2019,125295,Diesel,Automatic,Second Owner,14,1093,199,5,10378891
2016,105369,Diesel,Manual,Third Owner,15,2135,197,5,10701129
2014,117695,Petrol,Automatic,Third Owner,18,2027,122,5,10613959
2006,18346,Diesel,Manual,Third Owner,14,2251,166,4,10875426
2011,184077,Petrol,Automatic,Third Owner,11,1759,195,5,10417978
2017,142845,CNG,Automatic,First Owner,12,2359,84,7,10557183
2007,127580,CNG,Automatic,Third Owner,20,1916,177,5,10503495
2019,80324,CNG,Manual,Second Owner,19,1480,183,5,10566413
2005,168415,CNG,Manual,First Owner,12,1851,198,4,10470649
2007,107746,CNG,Automatic,Third Owner,18,2222,49,7,10545401
2014,79783,Petrol,Automatic,Second Owner,17,1065,113,4,10342252
2019,182035,Petrol,Manual,Second Owner,22,1695,131,4,10384534
2010,178055,Petrol,Automatic,First Owner,22,1084,51,7,10064718
2019,172044,Diesel,Automatic,First Owner,24,2750,195,7,10757743
2011,21959,CNG,Automatic,First Owner,15,1398,57,5,10455706
2009,94343,Diesel,Manual,Second Owner,14,2342,195,7,10717082
2008,170205,Diesel,Manual,Second Owner,19,1466,67,5,10194804
2022,56150,Diesel,Manual,Third Owner,11,2728,53,4,10835260
2007,26734,CNG,Manual,First Owner,18,2867,47,5,10859207
2021,22400,Diesel,Manual,First Owner,19,2708,139,5,11006881
2022,156074,CNG,Manual,First Owner,17,2171,42,7,10518451
2022,103329,CNG,Automatic,First Owner,23,849,176,4,10289791
2006,129438,CNG,Automatic,Second Owner,14,2914,86,7,10737842
2017,172564,Diesel,Automatic,First Owner,15,1460,102,4,10324732
2019,102753,CNG,Automatic,Second Owner,24,2792,116,6,10801978
2009,113863,CNG,Automatic,Second Owner,18,827,125,4,10220412
2007,166947,Petrol,Automatic,First Owner,10,2661,160,4,10638019
2009,161118,Diesel,Manual,Second Owner,22,2649,191,4,10681896
2009,159736,Petrol,Automatic,Second Owner,13,2021,52,4,10334957
2009,160525,Petrol,Automatic,First Owner,14,2032,173,5,10551647
2007,9746,Diesel,Manual,First Owner,18,2260,99,7,10803913
2007,128765,Petrol,Manual,Third Owner,21,1569,114,4,10369278
2022,149289,CNG,Automatic,Second Owner,14,2232,196,5,10708057
2008,68184,Petrol,Automatic,Second Owner,14,2757,55,7,10769600
2005,93898,Petrol,Automatic,Third Owner,21,2159,124,5,10598709
2020,46835,CNG,Manual,Third Owner,21,1657,94,4,10623255
2012,14133,Petrol,Manual,First Owner,12,2056,196,7,10856626
2021,106345,CNG,Manual,Third Owner,17,872,117,4,10291233
2012,45533,Diesel,Manual,First Owner,23,1836,94,6,10657392
2011,141476,Petrol,Automatic,First Owner,16,2328,48,5,10468795
2012,169411,Diesel,Automatic,First Owner,17,1824,45,4,10302774
2016,33725,Petrol,Automatic,Second Owner,13,1982,141,7,10747509
2020,181452,CNG,Manual,Second Owner,17,2332,196,7,10662172
2016,184145,Petrol,Manual,First Owner,19,1282,185,5,10279074
2014,196945,Diesel,Automatic,Third Owner,13,2039,63,6,10340928
2011,132240,CNG,Automatic,Second Owner,10,1202,90,4,10192665
2016,177413,CNG,Automatic,Second Owner,24,2851,56,7,10640695
2009,6236,Diesel,Manual,Third Owner,13,1564,60,6,10561510
2020,72916,Diesel,Automatic,Second Owner,14,2635,122,7,10892535
2013,110481,Petrol,Manual,Third Owner,19,1603,101,5,10427806
2011,133357,Petrol,Automatic,Third Owner,24,2772,130,7,10746076
2018,19538,CNG,Automatic,Second Owner,17,905,156,6,10473135
2015,148043,Diesel,Manual,Third Owner,24,921,114,7,10184368
2011,104821,Diesel,Manual,Third Owner,21,2064,156,6,10618174
2014,43655,Petrol,Manual,First Owner,19,1911,93,5,10684276
2013,65784,Petrol,Automatic,First Owner,15,1109,178,5,10451605
2008,127547,CNG,Manual,Second Owner,24,1356,160,5,10342355
2020,123177,Diesel,Automatic,Third Owner,24,2399,175,7,10779912
2014,197361,Diesel,Manual,Second Owner,20,2860,190,5,10708751
2021,173482,Diesel,Automatic,Second Owner,19,1234,160,5,10291618
2013,95982,Diesel,Manual,First Owner,14,2723,92,5,10798244
2017,187374,Petrol,Manual,Third Owner,12,1649,79,6,10320380
2005,157775,Petrol,Automatic,Second Owner,13,906,48,5,10011957
2006,49191,Petrol,Manual,Second Owner,15,919,191,7,10429397
2017,59112,CNG,Automatic,First Owner,24,2914,115,7,10948026
2013,16399,Diesel,Automatic,First Owner,15,2929,115,5,11050725
2011,109365,Petrol,Automatic,First Owner,24,1513,169,7,10442525
2020,17685,Diesel,Manual,Second Owner,15,2520,109,5,10936229
2011,92777,Petrol,Automatic,Third Owner,11,2692,43,5,10698992
2010,9487,CNG,Manual,First Owner,20,2711,100,7,10980076
2022,17018,Petrol,Manual,First Owner,21,2492,165,4,11003175
2015,166897,CNG,Automatic,Third Owner,23,2961,75,7,10703739
2016,143822,Diesel,Manual,Second Owner,17,1559,80,6,10376879
2014,195028,Petrol,Automatic,Second Owner,17,2446,142,6,10576135
2017,186301,Petrol,Automatic,Third Owner,15,1253,121,4,10187584
2016,88220,Petrol,Automatic,First Owner,23,1759,182,6,10611643
2014,48118,Diesel,Automatic,Third Owner,23,1031,87,7,10404833
2022,64615,CNG,Automatic,Second Owner,13,2394,136,7,10850210
2008,84946,CNG,Automatic,Second Owner,11,2626,197,6,10842407
2009,126869,Petrol,Manual,First Owner,15,1361,64,5,10245312
2009,193362,Diesel,Manual,First Owner,15,2606,43,6,10476158
2016,20105,CNG,Manual,Third Owner,19,1675,57,4,10618447
2007,154985,CNG,Manual,Second Owner,12,2438,159,6,10615496
2012,106564,CNG,Manual,Second Owner,11,1792,136,4,10476404
2006,185587,CNG,Automatic,Third Owner,13,2356,123,4,10481269
2022,52342,CNG,Manual,First Owner,17,1057,112,7,10460666
2013,117016,Petrol,Automatic,Second Owner,14,1522,104,6,10427806
2017,188256,Petrol,Manual,Second Owner,24,1833,150,5,10401100
2011,65506,Petrol,Manual,First Owner,12,1476,66,4,10392891
2014,29967,CNG,Automatic,Second Owner,22,1224,127,6,10535291
2013,41023,CNG,Manual,First Owner,23,2400,192,6,10857206
2019,59288,CNG,Manual,Third Owner,22,2585,89,7,10814000
2009,129939,Petrol,Manual,First Owner,21,2335,177,5,10618796
2016,106541,CNG,Automatic,First Owner,14,2140,148,5,10694511
2005,31622,Petrol,Manual,Third Owner,18,1429,128,6,10486485
2016,50201,CNG,Automatic,Second Owner,20,933,170,5,10456254
2010,21350,Petrol,Manual,Second Owner,17,2865,125,4,11009352
2020,59820,Diesel,Automatic,First Owner,21,2170,143,7,10796753
2007,53709,CNG,Manual,First Owner,19,1167,149,6,10444261
2014,93232,CNG,Automatic,Third Owner,16,967,159,5,10330337
2022,163542,Petrol,Automatic,Third Owner,13,816,127,6,10171456
2017,166961,CNG,Manual,Second Owner,11,2345,95,5,10555780
2022,146296,Petrol,Manual,Second Owner,21,2330,194,4,10750893
2007,141537,Petrol,Manual,Third Owner,18,2297,129,6,10541890
2007,87418,Diesel,Automatic,First Owner,12,1342,183,7,10472511
2016,102739,Diesel,Manual,Third Owner,15,1526,77,5,10423309
2011,60214,CNG,Automatic,Second Owner,23,1178,144,7,10457977
2012,139016,CNG,Manual,First Owner,22,1139,62,7,10222720
2013,29336,Petrol,Manual,Third Owner,16,2998,122,4,10999653
2018,43624,Petrol,Automatic,Second Owner,21,1006,127,4,10462465
2009,70206,Petrol,Manual,First Owner,12,2986,92,5,10931875
2020,49764,Petrol,Manual,First Owner,12,1645,186,6,10699772
2016,99325,CNG,Manual,First Owner,12,1525,43,5,10332923
2008,50420,Diesel,Automatic,First Owner,12,1473,196,5,10574269
2012,109381,CNG,Automatic,First Owner,12,2692,144,4,10828048
2011,70671,CNG,Automatic,Third Owner,16,2857,60,5,10788631
2019,151845,CNG,Automatic,First Owner,22,1149,93,5,10179050
2010,112596,Diesel,Manual,Third Owner,23,1899,165,6,10582581
2009,31447,CNG,Manual,First Owner,14,2569,148,5,10852461
2018,140105,Diesel,Manual,Second Owner,13,2568,91,6,10674976
2017,191924,Petrol,Automatic,First Owner,15,1537,185,5,10308190
2014,25497,CNG,Manual,Third Owner,23,1016,184,4,10508302
2022,84714,Petrol,Automatic,Second Owner,17,2115,83,5,10667605
2008,131892,Petrol,Manual,Second Owner,11,2851,146,6,10728446
2012,157050,Petrol,Automatic,Third Owner,21,2484,191,7,10646714
2015,148954,CNG,Automatic,Second Owner,24,2524,152,6,10662382
2021,153017,Petrol,Manual,Third Owner,12,1861,173,5,10571940
2022,192557,CNG,Automatic,First Owner,11,1387,194,5,10379627
2015,64870,Petrol,Automatic,First Owner,23,2118,130,5,10703509
2020,154667,CNG,Manual,Third Owner,24,1629,130,6,10417398
2016,102847,CNG,Automatic,First Owner,16,1810,179,6,10623964
2017,192198,CNG,Automatic,Second Owner,21,2947,68,4,10610866
2020,101134,Petrol,Manual,First Owner,11,2102,96,5,10643280
2005,171521,CNG,Automatic,First Owner,23,1509,94,7,10197192
2020,106110,Petrol,Automatic,Second Owner,14,2760,110,6,10817638
2019,154711,Diesel,Automatic,Second Owner,20,2500,92,6,10668013
2010,181442,Petrol,Manual,First Owner,24,1824,53,6,10297490
2016,76918,Petrol,Manual,First Owner,19,1399,60,6,10425178
2012,178782,CNG,Manual,First Owner,18,2241,143,7,10474394
2011,190123,Petrol,Manual,Third Owner,17,809,53,4,9925561
2006,196711,Diesel,Automatic,Third Owner,17,1445,92,7,10160735
2016,8159,CNG,Manual,First Owner,12,2791,154,7,11071395
2018,76192,Petrol,Manual,First Owner,22,1933,135,6,10609352
2020,71988,Petrol,Manual,Second Owner,22,2542,166,6,10927048
2015,112739,CNG,Manual,First Owner,21,1451,124,5,10381453
2013,23706,CNG,Automatic,First Owner,24,2950,133,4,10991643
2014,145934,Petrol,Automatic,Third Owner,23,2446,150,4,10618515
2021,15219,Petrol,Manual,Third Owner,10,2957,140,4,11112858
2016,94017,CNG,Automatic,Third Owner,11,1023,195,5,10397032
2010,39536,CNG,Manual,Second Owner,16,2554,41,4,10825737
2015,76632,Diesel,Manual,First Owner,13,1550,61,7,10431123
2013,198958,Diesel,Automatic,Third Owner,22,1642,167,6,10286288
2010,113798,Diesel,Automatic,Second Owner,19,2371,135,7,10689701
2020,38937,CNG,Automatic,First Owner,14,2305,162,7,10842270
2020,26094,CNG,Automatic,First Owner,22,1819,119,4,10756457
2010,130312,CNG,Automatic,Second Owner,10,2227,75,6,10558647
2009,109894,Petrol,Automatic,First Owner,20,1865,120,4,10503770
2008,122118,CNG,Manual,Second Owner,11,2211,88,4,10499708
2006,163996,Petrol,Automatic,Second Owner,18,1852,42,6,10336033
2010,88325,CNG,Manual,Third Owner,15,1877,62,5,10486722
2013,136195,CNG,Manual,Second Owner,16,2313,140,5,10596718
2021,189221,Petrol,Manual,Third Owner,22,1821,195,5,10506059
2018,76445,CNG,Manual,First Owner,14,2183,148,6,10702719
2011,36854,CNG,Manual,Third Owner,18,1079,144,7,10464679
2005,65796,CNG,Automatic,Second Owner,23,1878,111,7,10590222
2019,74432,Diesel,Automatic,Third Owner,19,2955,72,6,10926040
2022,195040,CNG,Manual,First Owner,14,1483,165,4,10361786
2007,176906,Petrol,Manual,Third Owner,15,1401,107,4,10199278
2022,22111,Petrol,Automatic,First Owner,19,2843,110,6,11052234
2006,77575,Petrol,Manual,Second Owner,18,2332,50,4,10651507
2014,115380,CNG,Automatic,Third Owner,14,1760,175,4,10499780
2015,29099,Petrol,Automatic,First Owner,13,1306,59,5,10466109
2007,186365,Diesel,Automatic,First Owner,21,2622,101,6,10552251
2011,113871,Petrol,Manual,Third Owner,14,1994,142,5,10586218
2012,20029,CNG,Manual,Third Owner,20,1674,131,7,10626038
2022,167883,Diesel,Manual,Third Owner,22,992,114,7,10174935
2017,20793,Petrol,Manual,Third Owner,14,2003,153,7,10766511
2017,53106,Diesel,Manual,Third Owner,14,2917,160,7,10973360
2016,90662,Petrol,Manual,First Owner,10,1853,46,4,10470507
2021,137044,CNG,Manual,Second Owner,14,1309,177,4,10425554
2016,136432,Diesel,Manual,First Owner,14,1533,43,5,10307095
2017,138704,Petrol,Automatic,Third Owner,10,1259,141,6,10375806
2016,172030,Petrol,Manual,Third Owner,22,2461,58,4,10565807
2018,85882,Diesel,Automatic,Second Owner,13,1257,149,6,10479637
2011,118858,Diesel,Automatic,Third Owner,17,1366,61,5,10302536
2017,154080,Diesel,Automatic,Second Owner,13,838,142,7,10139110
2010,82656,Diesel,Manual,Third Owner,16,1769,168,4,10586217
2008,166355,Petrol,Manual,First Owner,15,2673,152,7,10684876
2013,55908,Petrol,Manual,Second Owner,24,1061,188,5,10447334
2020,143890,Petrol,Automatic,First Owner,24,983,174,6,10303620
2008,35579,CNG,Manual,Third Owner,14,1319,46,4,10360775
2010,60178,Diesel,Manual,First Owner,18,1185,116,6,10387048
2012,193656,Petrol,Automatic,First Owner,22,1052,62,6,10026962
2020,118204,Diesel,Manual,First Owner,17,1834,129,7,10526801
2009,100373,Diesel,Automatic,Second Owner,14,2339,57,4,10631151
2014,137047,Petrol,Automatic,Second Owner,23,2466,156,5,10726713
2017,199551,Diesel,Automatic,Second Owner,19,2606,110,4,10535703
2018,21265,Diesel,Manual,First Owner,16,867,105,6,10387335
2011,68518,Diesel,Automatic,First Owner,23,2672,92,7,10808389
2010,140390,Diesel,Automatic,Third Owner,20,2856,186,6,10792776
2011,125611,Diesel,Manual,Second Owner,18,1336,181,6,10342166
2009,171153,Petrol,Automatic,Third Owner,16,2400,64,4,10453774
2022,194721,Petrol,Manual,First Owner,12,1494,72,6,10190930
2016,120475,Diesel,Manual,Second Owner,19,1996,78,4,10471223
2010,179141,Diesel,Automatic,Third Owner,20,1600,161,4,10290774
2005,109968,Diesel,Manual,First Owner,14,2869,151,6,10779437
2008,116686,CNG,Manual,First Owner,21,954,147,7,10200546
2016,81377,Diesel,Manual,First Owner,18,2285,172,6,10801471
2019,96671,CNG,Manual,Second Owner,18,877,152,7,10319919
2007,148499,CNG,Automatic,Second Owner,17,2951,188,6,10771826
2012,176323,CNG,Manual,Third Owner,22,2826,98,5,10645970
2015,107263,Petrol,Manual,First Owner,15,1518,159,5,10446101
2020,161237,CNG,Manual,Second Owner,24,1562,116,5,10361483
2013,126359,Diesel,Manual,Second Owner,16,2560,53,6,10588313
2007,103844,Diesel,Automatic,First Owner,16,856,93,6,10160658
2009,69927,Petrol,Automatic,First Owner,20,1138,131,7,10404275
2018,78170,Petrol,Manual,Third Owner,10,1073,166,5,10378951
2019,81150,Diesel,Automatic,Third Owner,17,2692,168,4,10887247
2010,29866,Petrol,Manual,Third Owner,15,1232,169,5,10499029
2008,15282,Petrol,Automatic,Second Owner,16,2721,111,5,10952686
2012,156391,CNG,Manual,Second Owner,24,2712,180,4,10745478
2009,172798,CNG,Manual,Second Owner,19,2083,186,5,10536431
2017,20412,Petrol,Automatic,Second Owner,24,2547,90,5,10937413
2020,129135,Diesel,Automatic,Second Owner,19,2600,165,7,10797186
2005,125019,CNG,Automatic,First Owner,20,1107,41,5,10134412
2017,29583,Diesel,Automatic,Third Owner,11,2472,49,4,10790507
2015,66922,Petrol,Automatic,Third Owner,16,1355,157,4,10497652
2012,11185,Diesel,Manual,Third Owner,17,1940,69,5,10690522
2012,91348,Diesel,Manual,Third Owner,21,2725,104,6,10802919
2018,96368,Diesel,Manual,First Owner,14,2852,148,5,10873801
2017,192461,Diesel,Manual,Second Owner,24,2765,83,4,10600573
2007,22423,Petrol,Automatic,Second Owner,10,2449,81,4,10788176
2008,56268,Petrol,Automatic,Second Owner,15,2585,42,4,10730129
2019,117692,CNG,Manual,Third Owner,22,2835,150,6,10882110
2019,177716,CNG,Manual,Third Owner,12,1913,197,6,10552394
2017,172858,CNG,Automatic,First Owner,14,1749,67,6,10295598
2013,100201,CNG,Automatic,First Owner,18,2040,90,5,10521632
2014,88744,Diesel,Automatic,Second Owner,16,870,154,4,10331851
2016,123222,CNG,Automatic,Second Owner,17,829,164,5,10289208
2018,93590,CNG,Automatic,Second Owner,15,1470,52,5,10403503
2005,166549,Diesel,Manual,Second Owner,18,2219,79,6,10424549
2018,127942,Petrol,Manual,Second Owner,12,2344,193,5,10745953
2018,139643,CNG,Manual,Second Owner,10,1793,143,7,10508846
2012,24576,Petrol,Manual,Third Owner,19,1979,197,6,10784476
2020,124641,CNG,Automatic,First Owner,23,1805,191,6,10564935
2018,198775,Petrol,Manual,First Owner,23,1906,77,4,10388320
2005,145752,CNG,Manual,Third Owner,22,1412,144,7,10335608
2020,161778,Petrol,Manual,Second Owner,21,2671,149,7,10712877
2022,120042,Petrol,Manual,Second Owner,21,1080,55,7,10273819
2011,184508,CNG,Manual,Second Owner,21,2515,149,4,10639162
2019,138846,Petrol,Automatic,First Owner,20,1913,94,5,10464749
2021,153044,CNG,Manual,First Owner,13,2976,166,5,10856827
2017,150120,CNG,Manual,Second Owner,17,1108,119,4,10278022
2013,103908,Diesel,Automatic,Second Owner,15,2787,91,5,10743557
2019,113724,CNG,Automatic,Third Owner,16,1284,88,7,10339609
2007,85225,CNG,Automatic,Second Owner,23,2328,87,4,10604398
2005,87273,CNG,Automatic,Third Owner,22,1082,113,7,10284064
2020,131170,CNG,Manual,Second Owner,18,1930,121,7,10542564
2012,103737,Diesel,Automatic,Second Owner,11,2203,77,4,10625382
2017,101537,Diesel,Manual,Second Owner,16,1669,56,6,10449458
2012,62602,Diesel,Automatic,Third Owner,21,2788,80,4,10888530
2021,71403,Diesel,Manual,Third Owner,13,1060,93,4,10370855
2018,32182,Petrol,Automatic,Third Owner,16,2729,79,6,10950630
2011,84876,CNG,Automatic,First Owner,17,1020,70,6,10221909
2019,52059,Diesel,Manual,First Owner,21,1492,129,7,10559616
2020,144859,CNG,Manual,Second Owner,11,1513,193,6,10470462
2010,5393,Diesel,Automatic,Third Owner,22,1429,115,6,10605214
2005,66775,CNG,Manual,Third Owner,24,1428,185,7,10528857
2016,195526,Petrol,Manual,Second Owner,16,2529,74,7,10535774
2022,148128,Diesel,Manual,Second Owner,17,2627,162,7,10790238
2020,197555,Petrol,Manual,Second Owner,21,2321,159,7,10534592
2016,181029,Petrol,Automatic,Second Owner,10,1100,95,4,10163767
2017,164501,CNG,Manual,Third Owner,20,2950,156,7,10815731
2012,50909,Diesel,Automatic,First Owner,19,1828,69,4,10597800
2005,57906,Petrol,Manual,Third Owner,14,2664,114,7,10833957
2011,102435,CNG,Automatic,First Owner,23,2424,91,4,10697805
2019,91290,CNG,Automatic,Second Owner,18,2619,94,4,10814646
2017,49389,CNG,Automatic,First Owner,11,826,177,4,10451514
2017,25905,Petrol,Automatic,Third Owner,15,2701,73,4,10950598
2013,189802,CNG,Manual,Third Owner,11,2510,198,6,10684790
2019,62557,CNG,Manual,Third Owner,12,1177,195,4,10511655
2008,121814,CNG,Automatic,Third Owner,20,896,146,6,10218378
2017,183373,Petrol,Manual,Third Owner,23,1959,76,6,10387296
2016,89752,CNG,Manual,Third Owner,15,1187,199,4,10467338
2009,183331,Petrol,Automatic,Second Owner,14,2703,74,7,10517910
2011,9574,CNG,Manual,First Owner,13,963,124,6,10493156
2012,93291,Petrol,Manual,Second Owner,16,2698,71,4,10777958
2009,192848,Petrol,Manual,First Owner,23,2238,47,5,10406925
2013,101777,Diesel,Manual,First Owner,12,1744,62,6,10487555
2018,29737,Diesel,Automatic,First Owner,22,1480,132,7,10649447
2016,28390,Diesel,Automatic,Third Owner,19,1801,58,5,10653317
2008,96612,Petrol,Manual,Third Owner,16,1959,84,6,10524335
2012,57330,CNG,Automatic,Third Owner,21,957,75,4,10330148
2021,76082,CNG,Automatic,First Owner,18,1612,95,4,10526020
2012,189714,Petrol,Automatic,First Owner,11,2562,103,4,10591663
2005,157352,CNG,Automatic,First Owner,24,2189,101,4,10489705
2006,26037,Petrol,Manual,Second Owner,14,2125,98,7,10665009
2008,121668,CNG,Manual,Third Owner,10,1193,40,7,10206724
2005,124229,Petrol,Manual,Third Owner,16,2147,136,6,10522701
2011,176648,Diesel,Automatic,Third Owner,11,2897,116,4,10643582
2005,164636,Diesel,Manual,Second Owner,20,2147,44,5,10338074
2013,101342,CNG,Manual,Second Owner,14,2337,186,6,10715135
2007,94928,CNG,Manual,Second Owner,10,1642,97,5,10387747
2016,33087,CNG,Automatic,First Owner,23,2286,96,4,10804683
2019,114844,CNG,Manual,Second Owner,20,2582,112,4,10704843
2020,17803,Diesel,Automatic,First Owner,23,2550,173,4,10996438
2014,182074,Diesel,Automatic,First Owner,23,2577,124,6,10567397
2010,71761,Petrol,Automatic,Third Owner,10,2813,61,5,10773637
2021,133574,CNG,Automatic,Third Owner,13,1745,92,4,10495233
2021,83579,Diesel,Automatic,Second Owner,16,2976,96,4,10939143
2022,152235,Petrol,Manual,First Owner,16,2944,165,4,10849188
2015,187957,Petrol,Automatic,First Owner,17,1164,142,6,10151217
2011,41764,Petrol,Automatic,First Owner,21,1988,151,6,10724289
2014,198198,Diesel,Automatic,Third Owner,22,1718,90,4,10319207
2011,52055,Petrol,Manual,Third Owner,18,1428,44,5,10375364
2009,56599,CNG,Manual,Third Owner,24,2545,189,4,10894612
2016,87787,Petrol,Manual,Third Owner,13,1769,153,6,10576396
